OncotreePrimaryDisease,ModelID,DepmapModelType,OncotreeCode,OncotreeSubtype,tcga code
Acute Myeloid Leukemia,ACH-000004,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-001230,AMKL,AMKL,Acute Megakaryoblastic Leukemia,LAML
Acute Myeloid Leukemia,ACH-001129,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-001574,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000006,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-000002,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-001036,MLADS,MLADS,Myeloid Leukemia Associated with Down Syndrome,LAML
Acute Myeloid Leukemia,ACH-002290,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000005,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000065,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000080,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-001037,MLADS,MLADS,Myeloid Leukemia Associated with Down Syndrome,LAML
Acute Myeloid Leukemia,ACH-001577,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000294,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-002299,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-001613,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000770,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000034,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000602,AMKL,AMKL,Acute Megakaryoblastic Leukemia,LAML
Acute Myeloid Leukemia,ACH-002262,AMML,AMML,Acute Myelomonocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-001618,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-002258,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000112,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-000081,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-002273,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-002314,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-000557,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000045,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000084,AMLGATA2MECOM,AMLGATA2MECOM,"AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",LAML
Acute Myeloid Leukemia,ACH-000751,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000336,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000195,AMKL,AMKL,Acute Megakaryoblastic Leukemia,LAML
Acute Myeloid Leukemia,ACH-000641,MLADS,MLADS,Myeloid Leukemia Associated with Down Syndrome,LAML
Acute Myeloid Leukemia,ACH-000299,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-002218,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000362,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-001647,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-001656,AM,AM,AML with Maturation,LAML
Acute Myeloid Leukemia,ACH-000263,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000190,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000386,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000218,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000146,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000439,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000498,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000113,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000373,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000369,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000406,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000168,AMOL,AMOL,Acute Monoblastic/Monocytic Leukemia,LAML
Acute Myeloid Leukemia,ACH-000166,AML,AML,Acute Myeloid Leukemia,LAML
Acute Myeloid Leukemia,ACH-000387,AML,AML,Acute Myeloid Leukemia,LAML
Adrenocortical Cancer,ACH-001401,ACC,ACC,Adrenocortical Carcinoma,ACC
Bladder Urothelial Carcinoma,ACH-001414,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001409,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000896,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000905,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001407,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001183,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000127,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001416,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000862,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001413,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001415,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000802,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000834,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000741,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000753,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001410,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-001412,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000142,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000011,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000018,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000026,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000473,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000396,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000593,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000242,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000522,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000384,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000724,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-002235,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000545,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-002266,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000547,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000720,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000566,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Bladder Urothelial Carcinoma,ACH-000486,BLCA,BLCA,Bladder Urothelial Carcinoma,BLCA
Brain Lower Grade Glioma,ACH-000807,ODG,ODG,Oligodendroglioma,LGG
Brain Lower Grade Glioma,ACH-000067,ODG,ODG,Oligodendroglioma,LGG
Brain Lower Grade Glioma,ACH-000126,ODG,ODG,Oligodendroglioma,LGG
Cervical Squamous Cell Carcinoma,ACH-002180,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001651,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-002020,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-000490,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001402,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001652,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001359,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001336,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001360,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001334,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001515,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-000556,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001335,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001451,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cervical Squamous Cell Carcinoma,ACH-001333,CESC,CESC,Cervical Squamous Cell Carcinoma,CESC
Cholangiocarcinoma,ACH-002647,CHOL,CHOL,Cholangiocarcinoma,CHOL
Colorectal Adenocarcinoma,ACH-001456,COADREAD,COADREAD,Colorectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001345,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001461,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001454,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000552,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000708,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001786,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001459,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002233,COADREAD,COADREAD,Colorectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002287,COADREAD,COADREAD,Colorectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001460,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002219,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000501,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001458,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000249,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000491,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002024,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002025,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000489,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000236,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000959,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000710,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001399,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001199,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000003,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000007,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000009,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000565,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001825,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000651,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000680,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000683,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001039,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001061,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000252,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000722,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000798,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000470,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002345,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002535,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000532,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002654,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002664,MACR,MACR,Mucinous Adenocarcinoma of the Colon and Rectum,COAD
Colorectal Adenocarcinoma,ACH-002669,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002839,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000202,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000958,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001081,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001084,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-001091,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000969,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000253,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000286,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002539,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000842,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-002659,MACR,MACR,Mucinous Adenocarcinoma of the Colon and Rectum,COAD
Colorectal Adenocarcinoma,ACH-000950,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000999,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000997,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000400,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000403,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000963,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000967,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000467,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000895,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000970,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000820,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000982,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000957,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000935,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000089,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000955,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000998,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000986,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000412,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000421,READ,READ,Rectal Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000926,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000381,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000989,MACR,MACR,Mucinous Adenocarcinoma of the Colon and Rectum,COAD
Colorectal Adenocarcinoma,ACH-000971,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000991,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000360,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000943,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000342,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000296,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000985,COAD,COAD,Colon Adenocarcinoma,COAD
Colorectal Adenocarcinoma,ACH-000350,COAD,COAD,Colon Adenocarcinoma,COAD
Cutaneous Melanoma,ACH-000582,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000580,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002847,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001570,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000614,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000765,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002461,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000219,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000750,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002512,ACRM,ACRM,Acral Melanoma,SKCM
Cutaneous Melanoma,ACH-000788,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000579,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002508,ACRM,ACRM,Acral Melanoma,SKCM
Cutaneous Melanoma,ACH-000014,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000632,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000640,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000008,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002460,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001645,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001704,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001970,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000644,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002509,ACRM,ACRM,Acral Melanoma,SKCM
Cutaneous Melanoma,ACH-000615,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002511,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000450,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000458,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000661,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000274,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000304,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001971,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000822,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001339,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001522,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001566,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001239,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001568,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000730,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000812,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002005,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000465,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000477,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000550,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000572,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002459,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000799,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000801,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002510,ACRM,ACRM,Acral Melanoma,SKCM
Cutaneous Melanoma,ACH-000650,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000810,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001569,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000441,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002207,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000814,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002096,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000827,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000881,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000322,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000348,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000401,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000805,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001567,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001982,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002003,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002001,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002004,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002338,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002386,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002387,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002388,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002458,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001190,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000882,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001973,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001563,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000404,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001990,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000425,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000423,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002206,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002084,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001024,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002097,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002098,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002121,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002159,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000884,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001975,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002152,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002205,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001986,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002165,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002002,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001045,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001002,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-001041,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-001044,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002166,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000987,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-002143,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002147,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000931,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002162,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000915,SKCM,SKCM,Cutaneous Melanoma,SKCM
Cutaneous Melanoma,ACH-000968,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-002153,MEL,MEL,Melanoma,SKCM
Cutaneous Melanoma,ACH-000899,MEL,MEL,Melanoma,SKCM
Diffuse Large B-Cell Lymphoma,ACH-000140,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
